STOCK,CURR_PRICE,OPEN,HIGH,LOW,PREV_CLOSE
DCBBANK,90.7,90.85,93.4,89.5,91.55
GLOBALVECT,41.45,41.35,41.45,40.8,39.5
INSPIRISYS,48,48.55,49.05,47,49
GTLINFRA,0.65,0.68,0.69,0.65,0.68
SHIVAMAUTO,18.6,18.95,19.7,18.6,18.9
NAUKRI,4920.8,4975,5040,4868.4,5003.6
TORNTPOWER,394.65,392,399.15,385.65,394.9
PARSVNATH,7.91,7.94,8,7.65,7.9
SUTLEJTEX,41.15,41.1,42.5,41,41.05
DAAWAT,72.55,73.5,74.5,72.15,73.8
SOBHA,485.95,504.4,504.4,483.1,495.45
RUCHIRA,63.25,60.6,64.85,60.6,61.9
TANLA,883.6,861.55,888.9,855,875.15
ZEEMEDIA,6.47,6.16,6.5,6.16,6.31
SITINET,0.83,0.82,0.84,0.8,0.82
LUMAXTECH,146.4,151.15,151.15,145,153.4
AUTOIND,35,36,36,34.55,35.35
NETWORK18,39.55,41.2,41.2,39.35,40.45
HUBTOWN,16.2,16.51,16.9,16.2,16.51
TV18BRDCST,33.95,33.85,34.45,33.35,33.9
CTE,32.7,32.65,32.7,30.25,31.15
TIIL,390,388.65,398.7,386.45,391
REDINGTON,179.1,184.6,184.6,178,183.9
AICHAMP,10.25,11,11,10.25,10.75
CINELINE,31.6,31.75,32.15,31.6,32.3
PGIL,179,179.5,184.4,175,182
FSL,112.7,111.6,114.45,111.6,113.4
PFC,108.4,106.45,110.65,105.8,107.2
AHLUCONT,285.3,283.1,286.65,281,285.45
TFL,2.57,#N/A,#N/A,#N/A,2.57
CANDC,4.23,4.2,4.64,4.2,4.42
INDIANB,110,111.7,112.8,108.95,111.95
SMSPHARMA,149.5,153.9,153.9,148.4,151.4
ORIENTALTL,7.35,7.25,7.6,6.88,7.3
MINDTREE,2105.55,2096,2139.45,2090,2099.9
ELAND,4.19,#N/A,#N/A,#N/A,4.19
IDEA,8.36,8.36,8.59,8.31,8.4
JAGJANANI,0.55,#N/A,#N/A,#N/A,0.55
RAJTV,36.35,37.2,37.2,33.45,36.45
PAGEIND,29522.45,29772,29960,29500,29942.4
AMDIND,18.15,17.75,18.5,17.45,18.3
LEHAR,28,27.1,28,26.3,27.1
ASTRAL,1581.85,1631,1636.15,1565,1633.65
IBREALEST,77.3,77.8,79.05,76.85,77.85
CAMLINFINE,154.8,155,158.8,153,155.55
ICRA,3348,3409.8,3482.3,3305,3328.35
DISHTV,9.29,9.19,9.38,9.19,9.33
SAHYADRI,360.15,377,377,356,376.7
SRHHYPOLTD,283.95,271.1,285,265,277.75
FORTIS,210.55,210.9,215.35,210,210.9
TGBHOTELS,4.56,4.6,4.6,4.51,4.51
HILTON,11.35,11.4,11.55,11.35,11.3
DELTACORP,150.05,151.4,152.75,149.2,153.6
MIC,0.74,0.74,0.74,0.74,0.71
INSECTICID*,484.45,460,486.85,460,484.3
MCDHOLDING,38.45,39.1,40,37.25,38.5
ASAHISONG,337,340,345.2,335.05,347.1
NITINFIRE,0.6,0.6,0.62,0.59,0.62
HARYNACAP,30.3,31.75,31.75,30.3,30.25
TIMETECHNO,75.45,75.1,77.85,75.1,77.1
HGS,1701.7,1720.65,1735.05,1694,1746.15
NELCAST,66.65,69,69.8,65.25,71.05
MEGH,141,140,148.25,138.2,141.55
V2RETAIL,107.05,109.55,109.55,106,110.95
DLF,247.65,245,254.45,243.5,249.2
TARMAT,49.5,48.9,49.8,47.8,49.7
ANKITMETAL,1,1,1,0.97,0.96
SPARC,175,173.75,182.3,173.3,175.6
HDIL,4.73,4.71,4.99,4.7,4.93
SURYACHAKRA,0.39,0.38,0.42,0.38,0.4
ADSL,47.6,46.35,48.25,46.05,46.85
ALPA,55,55,55,55,57.85
SSLEL,46.5,49.35,49.35,40.15,46.4
OMAXE,68.3,70.3,70.8,67.4,70.3
REFEX,126.95,128.75,134,124.9,132.6
CENTRALBK,16.35,16.2,16.4,16.15,16.35
NTL,0.82,0.82,0.85,0.82,0.86
ASIANTILES,156.85,157.65,160.05,155,158.6
KPRMILL,1380,1358,1385.95,1331.75,1359.6
TAKE,50.55,51.4,52.25,50.4,51.65
PURVA,66.4,67.5,70,65.55,66.55
MOTILALOFS,634.6,656,676,630.7,629.5
VTMLTD,25,25.05,25.7,24.1,24.45
INDOWIND,3.48,3.35,3.5,3.35,3.45
NAGREEKCAP,6.32,6,6.34,5.77,6.07
MAGNUM,4.64,4.25,4.65,4.25,4.47
POWERGRID,220,217,222.2,216.8,220.15
KSCL,605,604,622,597,603.05
PAISALO,600.35,620,648.95,600.35,625.55
MAANALU,186.1,178.55,198.35,178.55,175.7
IL&FSENGG,3.62,3.43,3.74,3.43,3.61
PARLEIND,9,9.05,9.1,8.78,9.03
RELIGARE,85.7,83.3,89.3,83.3,83.1
BVCL,18,17.45,18.25,16.65,17.45
RATHIBAR,18.65,19.15,19.25,18.5,18.95
ADANIPORTS,729.9,742,759.3,717.05,746.95
EDELWEISS,58.4,59.6,60.55,58.05,59.7
RGL,396,399.4,408,389.25,398.2
KOLTEPATIL,211.25,220.25,220.25,210.2,219.35
KAUSHALYA,1.27,1.26,1.27,1.26,1.26
JYOTHYLAB,146.3,146,149.5,145.6,148.3
ECLERX,1235.65,1204.55,1265,1200.9,1237.95
TRIL,19.4,18.9,19.9,18.4,18.8
BRIGADE,251.3,252.2,256.3,249.95,253.2
BGRENERGY,45.5,45.3,47.95,44.1,45.7
BURNPUR,2.49,2.36,2.54,2.36,2.42
MANAKSIA,56.1,57.8,57.9,56,56.85
PORWAL,17.75,17.85,18.25,17.15,17.05
PPAP,189.75,190.65,198.6,188.25,193.05
ARIES,89.35,91.9,91.9,89.35,90.9
KUANTUM,64.4,63.65,67.95,63.5,64.2
RPOWER,4.84,4.58,5.13,4.52,4.67
JKIL,182.1,183.3,187.05,182.05,183.4
CORDSCABLE,40.3,40.55,43.4,39.85,41.05
KNRCON,200.05,196.4,202,196.4,199.75
ONMOBILE,106.2,103.3,114.5,103.3,105.4
SHRIRAMEPC,4,3.94,4.01,3.9,4.03
BANG,26.55,28.75,29.5,26.55,27.45
IRB,104.65,106.95,106.95,104,107
GSS,68.15,66.3,69.4,64.1,65.6
NAHARCAP,100.1,95.9,109.3,95.05,92.95
VGUARD,223.45,222.9,226.4,222.5,223.7
RECLTD,128.1,127.45,130.95,126.4,127.9
GOKAKTEX,21.4,#N/A,#N/A,#N/A,21.4
GAMMNINFRA,0.71,0.72,0.73,0.7,0.72
DHANI,175.9,176,183.4,174,179.5
TWL,47.05,47,48.15,46.4,46.85
KIRIINDUS,446.5,431,458.9,428.25,435.05
SANKHYAIN,3.04,3.2,3.36,3.04,3.2
BIRLAMONEY,40,40.15,40.45,40,40.2
AISHWARYA,1.54,1.5,1.54,1.4,1.47
JAIBALAJI,55.4,54,55.4,53.1,52.8
BAJAJ-AUTO,3841,3800,3964.25,3800,3834.25
BAJAJFINSV,11030,11000,11224.8,10869.7,11184.6
GOKUL,18.3,18.9,18.9,18.3,18.55
RPGLIFE,481.4,492,498.5,470,490.8
KTKSENSEX,508,518.1,518.1,507,522
NIRAJ,39.65,39.65,40,39.65,39.7
RBL,793.5,802,824.9,776.65,813.4
RANEENGINE,267.7,293,293,265.3,268.25
BAFNAPHARM,132.15,129.65,137.9,127.1,131.7
CHLLTD,5.56,#N/A,#N/A,#N/A,5.56
SEZAL,3.2,2.9,3.2,2.9,3.05
ARCHIDPLY,33.3,33,33.3,31.5,31.75
LEHIL,42.5,42,44.7,42,43.6
SOMICONV,40.05,40.15,40.15,39,38.25
LGBFORGE,3.74,3.95,3.95,3.74,3.83
LPDC,2.09,2.11,2.11,2,2.01
SICAGEN,21.55,21.5,22.9,21.01,22.2
SIMPLXMIL,13.22,#N/A,#N/A,#N/A,13.22
SIMPLXPAP,1.89,#N/A,#N/A,#N/A,1.89
20MICRONS,37.9,39.05,40.2,37.75,39.35
WABCOINDIA,6750,6850,6968.9,6726.3,6717.35
ALKALI,55.05,56.5,57.15,54.55,56.85
ISGEC,539.2,543.5,550.25,536,550.6
IMFA,439,454,464.7,438.75,456.85
GISOLUTION,2.3,2.45,2.45,2.3,2.35
VEDAVAAG,29.95,31.9,31.9,29.4,29.2
MANJEERA,29.5,#N/A,#N/A,#N/A,29.5
MOLDTKPAC,450,457.1,459.2,439.5,458.55
MHRIL,210.9,210,211.85,208.1,210.6
EXCEL,2.05,2.05,2.05,2.05,1.96
RAJOIL,106.1,104,106.1,102.05,101.05
BENGALASM,1333,1332,1396.95,1332,1338.7
ADANIPOWER,94.75,95.65,98.35,94.4,96.95
NHPC,24.25,24.35,24.45,24.15,24.35
SURYAAMBA,64,65,65,64,63.85
GLOBUSSPR,319.9,329,335.35,318.35,324.15
OIL,122.25,119.9,123.6,117.5,119.4
RNAVAL,2.82,2.7,2.9,2.7,2.77
BTTL,5.91,6.47,6.85,5.91,6.46
EXPLEOSOL,540,538.45,551.95,532,538.45
RTNPOWER,2.73,2.62,2.75,2.55,2.62
DEN,44.35,46,46,44.2,45.35
ASTEC,1154,1162,1188.5,1149.85,1161.75
COX&KINGS,1.09,1.13,1.15,1.09,1.1
DLINKINDIA,100.3,97.2,102,97.2,100.25
JSWENERGY,109.6,109.6,111.3,107.5,109.3
ESSARSEC,2.84,2.84,2.84,2.84,2.72
GODREJPROP,1363.25,1375,1394.25,1358.8,1379.65
DBCORP,81.2,81.95,82.7,81.2,82.05
MBLINFRA,17.7,17.6,18.3,16.8,17.9
JUBLFOOD,2885,2920,2965,2881.1,2938.5
VASCONEQ,15.85,17.4,17.4,15.35,16.9
SYNCOM,3.25,3.28,3.48,3.25,3.42
THANGAMAYL,605,622,624.95,601.9,622.5
DBREALTY,20.2,20.2,20.2,20.2,19.25
EMMBI,79.85,81.1,82.6,79.05,81.7
HATHWAY,23.45,23.45,24.05,22.65,23.4
ARSSINFRA,25.25,26,26,25,24.75
TEXMOPIPES,28.3,27.8,28.65,26.8,27.25
SUNDARAM,1.17,1.19,1.19,1.13,1.17
COROENGG,26.35,25.2,26.5,25.2,25.3
ROSSELLIND,119.1,114.9,123,113.4,113.3
MANINFRA,38.65,38.6,40.7,38.4,38.95
TAMBOLI,48,50,51,47.8,50
IL&FSTRANS,2.41,2.31,2.53,2.3,2.41
PERSISTENT,2038.55,2066.95,2184.6,2022.6,1998.4
ISFT,86.35,84.2,89,84.15,85.05
GOENKA,1.5,1.49,1.51,1.42,1.44
KCPSUGIND,17.71,16.63,18.9,16.63,17.08
KECL,12.86,13.2,13.2,12.83,13
NEH,1.55,1.65,1.67,1.55,1.53
GBGLOBAL,6.7,6.93,6.93,6.7,6.93
SJVN,25.2,25.35,25.65,25.15,25.6
JPINFRATEC,1.48,1.51,1.53,1.43,1.49
EMAMIPAP,119.5,121.2,123.6,117,122.4
KRITINUT,42.7,41.25,43.25,40.15,41.25
GKB,71.3,67.1,74.45,66.85,66.85
HMVL,62,62.1,62.5,61,61.2
EMAMIREAL,44.2,45.2,45.5,44.1,45.6
AHLWEST,205.15,209.1,209.1,198.9,211.5
AHLEAST,147,145.65,159.85,145.65,154
BAJAJCON,280,280.2,285.25,278.95,280.2
PRAKASHSTL,0.83,0.82,0.83,0.76,0.76
GPPL,92.4,93.95,94.4,91.5,94
WELINV,405,380.3,421,380.3,413.1
INDOSOLAR,1.83,1.74,1.89,1.72,1.81
SASTASUNDR,163.4,162,171,160.85,163.5
CAREERP,118.8,119.55,123.7,118.75,119.15
EROSMEDIA,20.25,20.15,21.1,20,20.55
RAMKY,73.25,72.85,73.4,70.85,73.3
GREENPOWER,2,2,2.02,1.93,2.01
GALLISPAT,41.7,43.55,45.2,41.7,43.15
CANTABIL,369.45,371,371.65,369.45,371.9
SEATV,0.92,#N/A,#N/A,#N/A,0.92
WABAG,248,252.9,258.3,247,252.9
BEDMUTHA,26,25.15,26,25.15,25.35
ASHOKA,82.6,83.05,85.85,82.3,83.55
CEBBCO,16.7,16.45,16.95,16.15,16.7
OBEROIRLTY,544,541,550.35,537.7,548.8
PRESTIGE,271.7,274.85,279.45,271.1,275.95
GAL,2.19,2.26,2.26,2.19,2.25
COALINDIA,133.15,127.8,134.6,127.05,128
GRAVITA,95.5,98.8,99.25,94.75,96.9
RPPINFRA,61.5,60.9,62.4,58.3,62.85
RDBRIL,17.3,15.75,18.25,15.75,17.35
MOIL,165.05,163.3,171.2,158.9,160.7
ZEELEARN,10.16,10.14,10.16,10.01,10.1
KTIL,32.5,31.9,32.5,31.4,31.85
A2ZINFRA,3.76,3.72,3.81,3.64,3.78
KIRLOSENG,175.1,174.7,181.55,173.25,174.8
RKDL,8.96,8.87,9,8.6,8.61
PSB,18.25,18.6,18.6,18,18.3
FMNL,16.07,16.6,17.08,15.9,16.27
SURANASOL,8.65,8.3,8.83,8.3,8.73
SPYL,0.39,0.38,0.39,0.37,0.38
KICL,1556.95,1639,1639,1556.95,1562.85
BFINVEST,298.8,306.1,319,297,310.2
SUMMITSEC,530,506.05,530,506.05,512.5
INOVSYNTH,6.15,5.82,6.4,5.82,6.12
STEL,77.15,77.2,78.75,77,79
JUBLINDS,332,366.9,366.9,321.45,352.85
TEXRAIL,25.8,25.1,26.35,25.1,25.45
INDTERRAIN,27.75,28.75,28.75,27.1,28
FCL,71.7,71,73.95,70.8,71.35
DHUNINV,289.7,296.6,296.6,284.65,300.35
ZENTEC,74.7,74.65,77,74.3,75.65
LOVABLE,89.5,93.8,93.8,89.15,90.1
PFS,17.05,17,17.2,16.7,17.05
TCIDEVELOP,314.1,311.95,314.1,311.95,312
MUTHOOTFIN,1159.75,1168.5,1188.4,1151.65,1166.15
FCONSUMER,6.97,7,7.2,6.91,7.09
CNOVAPETRO,12.55,13,13,12.55,13.15
SANGHVIFOR,16.5,16.55,16.55,16.5,17.35
VMS,8.4,7.88,8.4,7.7,7.88
KARMAENG,12.26,12.2,13.09,12.2,12.56
EBIXFOREX,448,445,466,444,451.9
RUSHIL,178.3,182.1,187,177.35,187.25
ENKEIWHEL,290,299.1,306.55,285,308.85
KRIINFRA,3.82,3.96,4.19,3.76,4.05
INVENTURE,24.4,25.2,25.25,24.4,24.85
L&TFH,87.05,88.4,89.5,86.85,89.9
YAARII,92.45,92.6,94.5,90.1,93.75
TREEHOUSE,8.01,8.63,8.64,8.01,8.4
BROOKS,84.7,83.9,84.7,82.75,80.7
RUPA,297.5,303.95,304,297.5,301.85
TDPOWERSYS,159,160.3,163.5,155.9,161.85
APLLTD,985.45,975.9,994.65,975.3,984.05
VASWANI,9.5,9.84,9.99,9.5,9.85
PGEL,336.25,334,352.5,325.85,335.75
LESHAIND,1.1,1.1,1.1,1.1,1.08
SETUINFRA,0.72,0.71,0.73,0.69,0.7
RDBRL,66.5,67,67.5,62.6,67.05
TIJARIA,7,7.4,7.4,6.9,7.05
ONELIFECAP,6.5,6.33,6.5,6.33,6.66
FLEXITUFF,21.8,21.8,21.8,21.8,21.8
UJAAS,2.46,2.46,2.48,2.4,2.47
TRITURBINE,102,101.35,102.2,99.65,100.45
INDOTHAI,50.6,50.6,50.6,50.6,48.2
ESSARSHPNG,8,7.84,8.05,7.7,7.86
APLAPOLLO,1301.7,1295.05,1325.4,1294.85,1326.65
GPTINFRA,39.35,40.35,40.6,38.35,40.35
FERVENTSYN,14.74,14.95,14.95,13.6,14.07
THOMASCOTT,6.3,6.3,6.3,6.3,6
TERASOFT,37.1,38.5,39,36.8,38
PMCFIN,1.18,1.16,1.2,1.11,1.15
FUTSOL,25.5,#N/A,#N/A,#N/A,25.5
AIML,15,#N/A,#N/A,#N/A,15
ORIENTREF,316.1,309.35,325,309.35,309.65
MCX,1477.15,1535,1535,1473.75,1532.45
PYXISFIN,32,#N/A,#N/A,#N/A,32
SCHNEIDER,90.9,91,92.45,90.5,91
OLPCL,2.35,#N/A,#N/A,#N/A,2.35
NBCC,40.6,40.9,41.5,40.05,41.15
MTEDUCARE,6.92,6.65,6.92,6.64,6.75
HEXATRADEX,101,102,103.25,98,100.2
MAXHEIGHTS,11.4,#N/A,#N/A,#N/A,11.4
TBZ,63.3,62,64.7,62,62.4
VSSL,204.2,208,208.4,201,203.9
LOOKS,7.57,7.21,7.57,7.21,7.21
SPECIALITY,40.2,40.1,41.45,38.85,40.35
LYPSAGEMS,4.26,4.09,4.26,4.09,4.09
MASL,4.39,#N/A,#N/A,#N/A,4.39
RTNINDIA,10.65,10.65,10.65,10.65,10.15
SEPOWER,4.09,4.02,4.2,3.82,4.02
JTLINFRA,505.6,505.6,517,505.6,515.9
AMTL,9.55,9.79,9.82,8.91,9.43
NECCLTD,8.35,8.56,8.56,8.1,8.51
SAREL,66.5,66.5,66.5,66.5,69.95
JUPITERIN,27.8,29.6,29.6,27.65,28.35
VINAYAKPOL,6.31,#N/A,#N/A,#N/A,6.31
JOINTECAED,16,#N/A,#N/A,#N/A,16
DUCON,7.33,7.31,7.5,7,7.1
PROZONINTU,17.25,17.2,17.35,17.05,16.95
SRGHFL,189,194,199.45,189,198.5
COMCL,9.4,9.1,9.4,9,9
ADITRI,0.98,1.01,1.01,0.98,0.97
BITL,0.35,0.35,0.35,0.35,0.36
INTELLADV,4.8,#N/A,#N/A,#N/A,4.8
SUPREMEX,9.46,9.46,9.46,9.01,9.01
VIRTUALG,0.62,0.68,0.68,0.62,0.65
ZUARI,89.25,89.7,90.3,88.9,89.05
STEELXIND,64.5,61.55,67,61.55,62.65
TRIOMERC,3.2,3.34,3.36,3.08,3.2
CIGNITI,399,417.85,417.85,391.5,417.85
CDG,21,#N/A,#N/A,#N/A,21
CARERATING,499.5,509,509,490.8,492.55
PCJEWELLER,24,23.8,24.35,23.5,23.95
INDUSTOWER,252.55,250.25,257.55,250,252.45
VMART,2654.5,2664.65,2696,2646.45,2701.8
NIBE,36.8,36.8,36.8,36.8,38.7
MUKTA,2.02,2.12,2.12,2.02,2.02
MYSTICELE,3.61,3.27,3.61,3.27,3.44
COMFINCAP,8.1,8,8.82,8,8.4
SBISENSEX,513.4,511.5,520.97,510.15,518.28
BMAL,2.88,#N/A,#N/A,#N/A,2.88
REPCOHOME,330.65,322.1,333,317,330.25
LAKHOTIA,8,8,8,8,8
GCMSECU,2.57,#N/A,#N/A,#N/A,2.57
NIBL,19.75,19.6,20,19.6,20.6
KIFS,39.5,42,42,39.5,39
SREEL,138.05,136.1,140.5,133.5,138.5
SHARDA,343,341.65,345.95,336.7,340.85
BINNYMILLS,63.1,63.1,63.1,63.1,63.5
SVGLOBAL,33,34.4,34.5,33,33.2
SDC,7.3,#N/A,#N/A,#N/A,7.3
JUSTDIAL,877.6,867,914.7,863.25,873.25
OONE,3.1,3.05,3.29,3.04,3.2
IFINSEC,14.39,14,14.4,14,14.12
BRAHMINFRA,16.45,17.95,17.95,15,16.35
QUEST,2.58,2.58,2.58,2.58,2.53
KHOOBSURAT,0.2,0.19,0.2,0.19,0.2
ORIENTCEM,105.3,105.8,107.05,105.05,105.5
ABFRL,176.8,178,178.15,174.4,177.5
IBULHSGFIN,181,179.45,186.15,177.5,181.9
MMLF,4.2,#N/A,#N/A,#N/A,4.2
ALSL,7.75,#N/A,#N/A,#N/A,7.75
GCMCOMM,8.78,#N/A,#N/A,#N/A,8.78
KUSHAL,4,4,4,4,3.93
TIGERLOGS,41,40,42.4,40,40.3
RJBIOTECH,7.5,#N/A,#N/A,#N/A,7.5
JK AGRI,610,602.5,642.5,601,607.45
FLFL,58.85,59.05,61,58.6,60
TRIMURTHI,8.06,8,8.06,7.85,7.68
PVVINFRA,5.06,4.9,5.14,4.77,5.01
VCU,7.9,7.9,7.9,7.9,8.04
INDRENEW,10.49,10.25,10.49,9.45,10.45
SRGSFL,35.2,#N/A,#N/A,#N/A,35.2
ACFSL,5.71,#N/A,#N/A,#N/A,5.71
STELLAR,2.8,#N/A,#N/A,#N/A,2.8
FIVEXTRADE,0.9,0.9,0.9,0.9,0.91
YURANUS,5.55,#N/A,#N/A,#N/A,5.63
INTELSOFT,34.05,33.9,34.4,33.9,34
M100,25.6,25.37,25.75,25.09,25.46
BPCAP,2.37,#N/A,#N/A,#N/A,2.37
CPL,38.75,37.6,40.65,37.6,40.5
ICICINIFTY,155.66,157.09,157.82,155.66,158.03
ICICINF100,160.06,162.56,166,159.36,162.59
ARNOLD,19.45,19.45,19.45,17.85,18.6
SUNLOC,31.45,31,31.95,30,31.9
RCIIND,7.8,7.7,7.86,7.45,7.72
SUYOG,404.7,410.95,411,403,406
NATHBIOGEN,351.95,355.45,361,350,349.65
AGRITECH,39,38.5,39,38,37.15
CHEMTECH,9.34,9.34,9.34,9.34,8.9
TAAZAINT,2.36,#N/A,#N/A,#N/A,2.36
NETFNIF100,153,153.5,156,150.5,153.79
AGRIMONY,4,#N/A,#N/A,#N/A,4
VIAANINDUS,0.88,0.89,0.9,0.84,0.88
DENISCHEM,50.55,50.35,53.6,48.3,52.65
POLYMAC,9.4,#N/A,#N/A,#N/A,9.4
UNISHIRE,1.4,#N/A,#N/A,#N/A,1.4
LAXMIPATI,25,#N/A,#N/A,#N/A,25
ETT,43.5,44.9,44.9,43.5,45.75
KOTAKNIFTY,153.02,154.5,155.4,153.02,155.22
KIRANVYPAR,98,95.8,105,95.8,95
BCP,3.15,3.3,3.3,3.15,3.28
KCSL,6,#N/A,#N/A,#N/A,6
RACE,233,243.95,245.9,233,243.4
MANGIND,0.73,0.73,0.74,0.73,0.74
VFL,1.04,0.91,1.04,0.91,0.87
PHOENIXTN,10.5,#N/A,#N/A,#N/A,10.5
RAUNAQEPC,21.9,21.9,21.9,21.9,21.85
INFRONICS,5.74,#N/A,#N/A,#N/A,5.74
OBIL,5.89,5.62,5.89,5.62,5.61
CPSEETF,23.1,22.64,23.46,22.54,22.72
HARIAAPL,1.03,#N/A,#N/A,#N/A,1.03
JOONKTOLL,117.8,121.95,122.95,117.8,117.75
RNBDENIMS,44,41.5,45.15,41.5,43
GOLDLINE,0.23,0.24,0.24,0.23,0.24
SHARPINV,0.35,0.35,0.37,0.35,0.36
WONDERLA,177.95,176.05,179.55,176.05,177.3
RESPONSINF,7.65,#N/A,#N/A,#N/A,7.65
GCMCAPI,1.34,#N/A,#N/A,#N/A,1.34
AFEL,18.65,18.65,18.65,18.65,18.3
ADHUNIKIND,24,24.45,25,23.65,23.55
WESTLEIRES,81.6,#N/A,#N/A,#N/A,81.6
NAM,47.25,#N/A,#N/A,#N/A,47.25
METSL,65.2,69.75,71.95,63,67.15
SPS,101,#N/A,#N/A,#N/A,101
CCFCL,0.35,0.34,0.35,0.34,0.34
MONEYBOXX,65.95,68.85,68.85,62.65,65.9
WORTH,11.33,#N/A,#N/A,#N/A,11.33
QUASAR,6.4,#N/A,#N/A,#N/A,6.4
TPROJECT,1.28,1.23,1.29,1.23,1.23
CTL,5.27,5.17,5.65,5.17,5.7
TARINI,15.55,#N/A,#N/A,#N/A,15.55
CROWNTOURS,18.75,18.75,18.75,18.5,18.7
OMANSH,0.43,0.43,0.43,0.43,0.41
JTAPARIA,1.4,1.4,1.4,1.4,1.4
RLFL,0.3,0.3,0.32,0.3,0.31
GOLDCOINHF,3.45,#N/A,#N/A,#N/A,3.45
BRPL,76,68.05,76,68.05,68
ARMAN,54.6,#N/A,#N/A,#N/A,54.6
SAIBABA,1.69,1.77,1.85,1.69,1.77
SKIPPER,59.2,58.9,63.2,56.1,55.8
ADARSH,6.01,#N/A,#N/A,#N/A,6.01
JAMESWARREN,127.9,124.95,128.45,122.05,125.8
VISTARAMAR,55,53.1,57.85,53.1,55.1
APOLLOTRI,1240,1251,1262,1229.2,1253.95
GULFOILLUB,706.1,715.05,718,705.15,714.65
FRUTION,14.55,#N/A,#N/A,#N/A,14.55
TRIVENIENT,18,#N/A,#N/A,#N/A,18
BHANDERI,128.7,#N/A,#N/A,#N/A,128.7
TRIVIKRAMA,5.5,#N/A,#N/A,#N/A,5.5
QUANTBUILD,4.2,4.2,4.2,4.2,4.25
TTIENT,1.2,1.27,1.28,1.2,1.22
VISHAL,49.4,48.9,50.4,48.35,48.45
TOYAMIND,1.52,1.62,1.62,1.52,1.59
GAJANANSEC,10,#N/A,#N/A,#N/A,10
UNISON,21.65,22.45,22.45,21.65,22.05
RTFL,4.27,4.07,4.27,4.07,4.07
VRL,83,88.75,88.75,80,86.5
SNOWMAN,49.75,50.3,51.85,49.55,50.3
QGO,18,18,18,18,18.35
PURSHOTTAM,7.36,#N/A,#N/A,#N/A,7.36
HCLTD,3.46,#N/A,#N/A,#N/A,3.46
EML,1.41,1.41,1.41,1.41,1.48
SHARDACROP,301.9,296.05,307.25,296.05,302.85
SIROHIA,8.68,#N/A,#N/A,#N/A,8.68
NAYSAA,21,19,21,18,20
CITYONLINE,1.96,#N/A,#N/A,#N/A,1.96
NETFSENSEX,530.2,548.99,548.99,519,538.9
SHEMAROO,98.5,98.7,104.55,96.5,97.7
ULTRACAB,128,129.95,129.95,127.25,129.3
RCCL,10.78,#N/A,#N/A,#N/A,10.78
ETIL,2.45,2.5,2.5,2.45,2.5
ATISHAY,29.9,29.5,30.95,29,30.4
SUCHITRA,33.65,#N/A,#N/A,#N/A,33.65
DHABRIYA,49.65,49.35,52.95,47.1,49.35
ARYACAPM,42.85,#N/A,#N/A,#N/A,42.85
PDSMFL,681.5,683,683,681.5,682.05
HANMAN,1.5,1.5,1.5,1.5,1.64
VGCL,36.2,36.2,36.2,36.2,35.5
STARLIT,13.3,#N/A,#N/A,#N/A,13.3
CEINSYSTECH,134.3,132,145.05,132,135.05
PANACHE,15.3,15.3,15.3,15.3,15.3
MUDUNURU,4.05,#N/A,#N/A,#N/A,4.05
JSHL,6.34,6.34,6.34,6.34,6.67
CRANEINFRA,4.25,4.25,4.25,4.25,4.05
NIYOGIN,83.35,88,88,83.35,87.7
ASIACAP,15.8,#N/A,#N/A,#N/A,15.8
AKASHDEEP,37,36,37,35.05,36
CIL,4.35,#N/A,#N/A,#N/A,4.35
GBFL,2.99,2.99,3,2.85,2.95
GILADAFINS,46,#N/A,#N/A,#N/A,46
BUDGE BUDGE,0,#N/A,#N/A,#N/A,10
JETINFRA,79,#N/A,#N/A,#N/A,79
SAPPL,265,285,285,259.1,263.45
AANCHALISP,5.35,5.72,5.88,5.34,5.62
CAPPIPES,35.7,#N/A,#N/A,#N/A,35.7
ANUBHAV,3.92,3.92,3.92,3.92,3.92
MEL,2.99,#N/A,#N/A,#N/A,2.99
INTELLECT,681.5,695.8,698.05,678,695.8
MONTECARLO,223.95,227.85,229.2,222.8,228.7
JSTL,88.85,88.85,88.85,88.85,87.15
PANAFIC,0.23,0.25,0.25,0.23,0.24
MYMONEY,22.5,#N/A,#N/A,#N/A,22.5
AMARNATH,7.05,#N/A,#N/A,#N/A,7.05
CSL,18.55,#N/A,#N/A,#N/A,18.55
NEXUSSURGL,3.45,#N/A,#N/A,#N/A,3.45
SELLWIN,17.17,16.95,17.17,16.95,17
GALADAFIN,10.5,#N/A,#N/A,#N/A,10.5
EMERALD,13.15,12.59,13.15,12.49,12.12
MKEXIM,31.3,32,32,27.3,30.75
MCLOUD,62.2,62.05,63.45,61.55,62.45
OCTAL,4.68,#N/A,#N/A,#N/A,4.68
MIHIKA,19.8,#N/A,#N/A,#N/A,19.8
KANCHI,982.45,999.8,1015,975.3,993.6
SHRINIWAS,7.9,#N/A,#N/A,#N/A,7.9
DHUNTEAIND,272,266.3,278.85,263,269.05
VANICOM,1.8,#N/A,#N/A,#N/A,1.8
SKILVEN,10.41,#N/A,#N/A,#N/A,10.41
SPACEAGE,41.45,40.9,41.45,40.5,40.65
RAFL,128,#N/A,#N/A,#N/A,128
COSYN,20.3,20.35,21.5,20.3,20.6
SOFCOM,12.35,12.35,12.35,12.35,13
NAPL,120,#N/A,#N/A,#N/A,120
